item_sku,fulfillment_loc,item_class,hstk_std_cost,P_f,sigma_demand_qty,F,H,L_t,sigma_LT,D,avg_margin_loss_intensity,avg_unit_margin_impact,S_score,item_specific_z,safety_stock_qty,Reorder_Point,total_safety_stock_value
SKU-0826,CSTK,RRR : RRR Service Part,27.9,1,0.0,0.001,1.548794935,7,1.75,0.02985074627,-94.63,94.63,0.3203354859,2.33,1,1.208955224,27.9
SKU-0826,CREP,RRR : RRR Service Part,27.3,1,0.0,0.001,1.548794935,14,3.5,0.007,-94.63,94.63,0.3203354859,2.33,1,1.104477612,27.3
SKU-0204,HREP,Service Equipment : PM Equipment,23.56,1,0.0,0.001,0.9182958312,7,1.75,0.007,-42.33,42.33,0.2627308619,1.96,1,1.052238806,23.56
SKU-0660,CREP,Service Equipment : PM Equipment,22.46,1,0.0,0.002,0,14,3.5,0.01492537313,24.72,-24.72,0.1814583364,1.65,1,1.208955224,22.46
SKU-0490,HSTK,RRR,1.22,1,3.535533906,0.002,0,7,1.75,0.3358208955,1.29,-1.29,0.1966765311,1.96,19,21.35074627,23.18
SKU-0450,HSTK,RRR,4.28,1,1.0,0.01108374384,0,7,1.75,0.09,4.04,-4.04,0.1867374094,1.96,6,6.626865672,25.68
SKU-0269,HREP,Diagnostic Tools : Injection/Kits/UV Lights,23.95,1,0.0,0.005,#####,7,1.75,0.02985074627,-11.435,11.435,0.1813562128,1.65,1,1.208955224,23.95
SKU-0789,CREP,Instruments : Scales,20.53,1,0.0,0.004,#####,14,3.5,0.0223880597,-108.83,108.83,0.1851335115,1.96,1,1.313432836,20.53
SKU-0156,HSTK,Diagnostic Tools : Smoke Diagnostics,25.5,1,0.0,0.001,0,7,1.75,0.075,23.77,-23.77,0.1811976552,1.65,1,1.52238806,25.5
SKU-0215,CSTK,Service Equipment : PM Equipment,20.51,1,0.0,0.001,#####,7,1.75,0.007,-58.33,58.33,0.1826166655,1.65,1,1.052238806,20.51
SKU-0758,HREP,RRR,23.08,1,0.0,0.001,#####,7,1.75,0.0223880597,-19.68,19.68,0.1810297224,1.65,1,1.156716418,23.08
SKU-0028,HSTK,Service Equipment : PM Equipment,5.83,1,0.7071067812,0.002,#####,7,1.75,0.0223880597,5.9,-5.9,0.1839216426,1.96,4,4.156716418,23.32
SKU-0815,HREP,RRR : RRR Service Part,23.58,1,0.0,0.001,#####,7,1.75,0.007,-37.25,37.25,0.1817511348,1.65,1,1.052238806,23.58
SKU-0394,CSTK,Diagnostic Tools : Injection/Kits/UV Lights,21.0,1,0.0,0.001,1.405639058,7,1.75,0.007,-44.62,44.62,0.3056904539,2.33,1,1.052238806,21.0
SKU-1080,HSTK,Service Equipment : PM Equipment,25.05,1,0.0,0.002,0,7,1.75,0.01492537313,23.32,-23.32,0.1814009,1.65,1,1.104477612,25.05
SKU-0865,HREP,RRR : RRR Service Part,25.69,1,0.0,0.006,#####,7,1.75,0.037,-23.632,23.632,0.1820786884,1.65,1,1.26119403,25.69
SKU-0382,HSTK,RRR,24.48,1,0.0,0.001,0,7,1.75,0.0223880597,23.11,-23.11,0.181170556,1.65,1,1.156716418,24.48
SKU-0371,HSTK,RRR,8.7,1,0.5773502692,0.005,0,7,1.75,0.02985074627,7.66,-7.66,0.183843432,1.96,3,3.208955224,26.1
SKU-0987,HSTK,Instruments : AAB Smart Tools,20.97,1,0.0,0.001,0,7,1.75,0.0223880597,22.62,-22.62,0.1811504369,1.65,1,1.156716418,20.97
SKU-0320,HREP,Diagnostic Tools : Smoke Diagnostics,0.08,1,39.33174632,0.01724137931,0,7,1.75,14.98507463,0.09,-0.09,0.3631071,2.33,251,355.8955224,20.08
SKU-0085,HREP,Service Equipment : PM Equipment,19.65,1,0.0,0.001,1,7,1.75,0.007,-3.17,3.17,0.2683094851,2.33,1,1.052238806,19.65
SKU-0085,CREP,Service Equipment : PM Equipment,24.08,1,0.0,0.002,1,14,3.5,0.01492537313,6.155,-6.155,0.2686537221,2.33,1,1.208955224,24.08
SKU-0085,HSTK,Service Equipment : PM Equipment,20.29,1,0.0,0.001,1,7,1.75,0.007,22.58,-22.58,0.2691064468,2.33,1,1.052238806,20.29
SKU-1018,HREP,Instruments : Measurement & Test,25.48,1,0.0,0.002,#####,7,1.75,0.01492537313,-3.97,3.97,0.1806063552,1.65,1,1.104477612,25.48
SKU-0742,HREP,RRR : RRR Service Part,22.99,1,0.0,0.001,1,7,1.75,0.01492537313,-124.33,124.33,0.2732842337,2.33,1,1.104477612,22.99
SKU-0742,CREP,RRR : RRR Service Part,24.37,1,0.0,0.001,1,14,3.5,0.01492537313,-131.94,131.94,0.2735966952,2.33,1,1.208955224,24.37
SKU-0945,HREP,"Manifolds, Hoses, Accessories : Manifolds",21.84,1,0.0,0.001,#####,7,1.75,0.037,-13.98,13.98,0.1807956842,1.65,1,1.26119403,21.84
SKU-0874,HREP,RRR,7.93,1,0.5,0.006,#####,7,1.75,0.037,-14.702,14.702,0.1840002565,1.96,3,3.26119403,23.79
SKU-0029,HREP,Service Equipment : PM Equipment,21.82,1,0.0,0.001,#####,7,1.75,0.007,-24.33,24.33,0.1812206483,1.65,1,1.052238806,21.82
SKU-0402,HSTK,Instruments : Measurement & Test,0.61,1,7.071067812,0.002,0,7,1.75,0.1044776119,0.6,-0.6,0.2128284149,1.96,37,37.73134328,22.57
SKU-0308,HSTK,RRR,0.65,1,7.071067812,0.002,0,7,1.75,0.223880597,0.6,-0.6,0.2128284149,1.96,37,38.56716418,24.05
SKU-0057,HREP,Diagnostic Tools : Smoke Diagnostics,6.81,1,0.4577377082,0.02216748768,0,7,1.75,0.1417910448,7.39,-7.39,0.1863883926,1.96,3,3.992537313,20.43
SKU-0301,HREP,"Manifolds, Hoses, Accessories : Couplers",6.18,1,0.0,0.001,#####,7,1.75,1.492537313,-3.46,3.46,0.18036374,1.28,4,14.44776119,24.72
SKU-0301,HSTK,"Manifolds, Hoses, Accessories : Couplers",5.9,1,0.7071067812,0.002,#####,7,1.75,0.1268656716,5.54,-5.54,0.1839068613,1.96,4,4.888059701,23.6
SKU-0555,CREP,Service Equipment : MiST Machines,7.83,1,0.3512500867,0.02955665025,0,14,3.5,0.1865671642,7.29,-7.29,0.1872270001,1.96,3,5.611940299,23.49
SKU-1021,HREP,Service Equipment : Recovery Machines,20.08,1,0.0,0.001,#####,7,1.75,0.007,-18.21,18.21,0.1809693652,1.65,1,1.052238806,20.08
SKU-0242,HREP,Service Equipment : Recovery Machines,2.39,1,1.414213562,0.004,0,7,1.75,0.02985074627,2.72,-2.72,0.1872487919,1.96,8,8.208955224,19.12
SKU-0607,HREP,Other,9.47,1,0.2581988897,0.0197044335,#####,7,1.75,0.1194029851,-15.610625,15.610625,0.1853693955,1.96,2,2.835820896,18.94
SKU-0288,HSTK,RRR : RRR Service Part,11.28,1,0.1622214211,0.048,0.86,7,1.75,0.291,10.8,-10.8,0.2657492189,2.33,2,4.037313433,22.56
SKU-0782,HSTK,Tools : Tubing Tools,19.14,1,0.0,0.001,0,7,1.75,0.01492537313,21.38,-21.38,0.1810995234,1.65,1,1.104477612,19.14
SKU-0022,CSTK,Service Equipment : PM Equipment,23.93,1,0.0,0.001,0,7,1.75,0.037,20.81,-20.81,0.1810761195,1.65,1,1.26119403,23.93
SKU-0022,CREP,Service Equipment : PM Equipment,23.69,1,0.0,0.001,0,14,3.5,0.007,20.81,-20.81,0.1810761195,1.65,1,1.104477612,23.69
SKU-0376,HSTK,RRR,17.85,1,0.0,0.001,0,7,1.75,0.02985074627,20.79,-20.79,0.1810752984,1.65,1,1.208955224,17.85
SKU-0823,HREP,RRR : RRR Service Part,22.15,1,0.0,0.001,#####,7,1.75,0.045,-11.29,11.29,0.1806852346,1.65,1,1.313432836,22.15
SKU-0665,CSTK,Service Equipment : PM Equipment,0.69,1,5.271516754,0.01231527094,0,7,1.75,0.4701492537,0.74,-0.74,0.2063719963,1.96,28,31.29104478,19.32
SKU-0233,HREP,Diagnostic Tools : Injection/Kits/UV Lights,1.1,1,0.0,0.002,#####,7,1.75,7.604477612,-0.308999037,-0.31,0.1804560575,1.28,18,71.23134328,19.8
SKU-0291,HSTK,RRR,19.04,1,0.0,0.001,0,7,1.75,0.007,20.65,-20.65,0.1810695501,1.65,1,1.052238806,19.04
SKU-0167,HSTK,Diagnostic Tools : Smoke Diagnostics,22.09,1,0.0,0.001,0,7,1.75,0.007,20.1,-20.1,0.1810469674,1.65,1,1.052238806,22.09
SKU-0167,CREP,Diagnostic Tools : Smoke Diagnostics,22.47,1,0.0,0.001,0,14,3.5,0.007,20.1,-20.1,0.1810469674,1.65,1,1.104477612,22.47
SKU-1000,HSTK,Tools : Tubing Tools,17.29,1,0.0,0.001,0,7,1.75,0.045,20.05,-20.05,0.1810449145,1.65,1,1.313432836,17.29
SKU-0767,HSTK,Tools : Soldering Brazing,18.57,1,0.0,0.001,1,7,1.75,0.007,19.95,-19.95,0.2689984607,2.33,1,1.052238806,18.57
SKU-0767,CSTK,Tools : Soldering Brazing,19.64,1,0.0,0.001,1,7,1.75,0.007,-63.7,63.7,0.2707948064,2.33,1,1.052238806,19.64
SKU-0440,HSTK,RRR,20.07,1,0.0,0.002,0,7,1.75,0.01492537313,19.94,-19.94,0.1812620728,1.65,1,1.104477612,20.07
SKU-0438,HSTK,RRR,17.47,1,0.0,0.002,0,7,1.75,0.01492537313,19.94,-19.94,0.1812620728,1.65,1,1.104477612,17.47
SKU-0747,CSTK,RRR : RRR Service Part,21.8,1,0.0,0.002,#####,7,1.75,0.01492537313,-32.16,32.16,0.1817638177,1.65,1,1.104477612,21.8
SKU-0749,HREP,RRR : RRR Service Part,22.42,1,0.0,0.001,0.9182958312,7,1.75,0.01492537313,-23.57,23.57,0.2619605889,1.96,1,1.104477612,22.42
SKU-0749,CSTK,RRR : RRR Service Part,19.26,1,0.0,0.002,0.9182958312,7,1.75,0.01492537313,-32.16,32.16,0.2625349634,1.96,1,1.104477612,19.26
SKU-0091,CSTK,Service Equipment : PM Equipment,21.89,1,0.0,0.002,1.499999996,7,1.75,0.01492537313,19.77,-19.77,0.313191571,2.33,1,1.104477612,21.89
SKU-0091,CREP,Service Equipment : PM Equipment,20.82,1,0.0,0.001,1.499999996,14,3.5,0.007,-50.59,50.59,0.3142353447,2.33,1,1.104477612,20.82
SKU-0757,CREP,RRR : RRR Replacement Part,20.23,1,0.0,0.001,1.825011205,14,3.5,0.007,-58.59,58.59,0.3431510424,2.33,1,1.104477612,20.23
SKU-0197,CSTK,Service Equipment : PM Equipment,21.51,1,0.0,0.001,#####,7,1.75,0.007,-63.6,63.6,0.1828330482,1.65,1,1.052238806,21.51
SKU-1082,HSTK,Diagnostic Tools : Smoke Diagnostics,0.08,1,39.33174632,0.002,0,7,1.75,2.23880597,0.08,-0.08,0.3604466345,2.33,243,258.6716418,19.44
SKU-0743,CSTK,RRR,19.67,1,0.0,0.001,#####,7,1.75,0.007,-23.29,23.29,0.1811779466,1.65,1,1.052238806,19.67
SKU-0881,HREP,Diagnostic Tools : Combustion Leak Tester,17.99,1,0.0,0.001,#####,7,1.75,0.01492537313,-1.71,1.71,0.1802918862,1.28,1,1.104477612,17.99
SKU-0846,HREP,RRR : RRR Service Part,20.44,1,0.0,0.001,#####,7,1.75,0.007,-40.93,40.93,0.1819022332,1.65,1,1.052238806,20.44
SKU-0181,HSTK,Diagnostic Tools : Smoke Diagnostics,17.22,1,0.0,0.001,0,7,1.75,0.223880597,19.18,-19.18,0.1810091928,1.65,1,2.567164179,17.22
SKU-0009,HSTK,Service Equipment : PM Equipment,17.38,1,0.0,0.004,0,7,1.75,0.0223880597,18.83,-18.83,0.1814381718,1.65,1,1.156716418,17.38
SKU-0038,HREP,Diagnostic Tools : Smoke Diagnostics,18.63,1,0.0,0.001,0,7,1.75,0.007,18.74,-18.74,0.1809911,1.65,1,1.052238806,18.63
SKU-0143,HREP,Service Equipment : PM Equipment : PM Adapters,17.79,1,0.0,0.001,#####,7,1.75,0.007,-14.69,14.69,0.1808248363,1.65,1,1.052238806,17.79
SKU-0125,HREP,Diagnostic Tools : Smoke Diagnostics,16.86,1,0.0,0.001,0,7,1.75,0.007,18.29,-18.29,0.18097265,1.65,1,1.052238806,16.86
SKU-0455,HREP,Service Equipment : Airlift : Airlift Replacement Part,16.54,1,0.0,0.001,1,7,1.75,0.007,-4.55,4.55,0.268366147,2.33,1,1.052238806,16.54
SKU-0886,HREP,RM,19.36,1,0.0,0.001,#####,7,1.75,0.02985074627,-6.52,6.52,0.1804893816,1.28,1,1.208955224,19.36
SKU-0684,HREP,Service Equipment : PM Equipment,17.94,1,0.0,0.001,#####,7,1.75,0.007,-0.1,0.1,0.1802257807,1.28,1,1.052238806,17.94
SKU-1068,CSTK,Diagnostic Tools : Smoke Diagnostics : Adapters,16.72,1,0.0,0.001,0.9182958312,7,1.75,0.007,-46.65,46.65,0.2629082382,1.96,1,1.052238806,16.72
SKU-1068,HREP,Diagnostic Tools : Smoke Diagnostics : Adapters,19.16,1,0.0,0.002,0.9182958312,7,1.75,0.01492537313,-49.65,49.65,0.2632530911,1.96,1,1.104477612,19.16
SKU-0803,HREP,Diagnostic Tools : Smoke Diagnostics,19.04,1,0.0,0.001,#####,7,1.75,0.09,-26.65,26.65,0.1813159059,1.65,1,1.626865672,19.04
SKU-0131,HSTK,Service Equipment : PM Equipment : PM Adapters,15.22,1,0.0,0.001,0,7,1.75,0.007,17.23,-17.23,0.1809291271,1.65,1,1.052238806,15.22
SKU-1006,CREP,Tools : Tubing Tools,4.32,1,0.0,0.001,#####,14,3.5,0.8880597015,-2.39,2.39,0.1803198066,1.28,4,16.43283582,17.28
SKU-0462,CREP,Service Equipment : PM Equipment,15.89,1,0.0,0.001,#####,14,3.5,0.09,-0.42,-0.42,0.1802389197,1.28,1,2.253731343,15.89
SKU-0020,CSTK,Service Equipment : PM Equipment,17.06,1,0.0,0.001,0.9182958312,7,1.75,0.007,16.85,-16.85,0.2616846702,1.96,1,1.052238806,17.06
SKU-0020,HREP,Service Equipment : PM Equipment,17.95,1,0.0,0.002,0.9182958312,7,1.75,0.01492537313,-40.03,40.03,0.2628581003,1.96,1,1.104477612,17.95
SKU-0012,CSTK,Service Equipment : PM Equipment,14.29,1,0.0,0.001,0,7,1.75,0.007,16.76,-16.76,0.1809098293,1.65,1,1.052238806,14.29
SKU-0012,CREP,Service Equipment : PM Equipment,16.83,1,0.0,0.001,0,14,3.5,0.007,16.76,-16.76,0.1809098293,1.65,1,1.104477612,16.83
SKU-0427,HREP,RRR,15.68,1,0.0,0.001,0,7,1.75,0.007,16.73,-16.73,0.1809085975,1.65,1,1.052238806,15.68
SKU-0426,HREP,RRR,16.9,1,0.0,0.001,0,7,1.75,0.007,16.73,-16.73,0.1809085975,1.65,1,1.052238806,16.9
SKU-0847,HREP,RRR : RRR Service Part,14.7,1,0.0,0.001,#####,7,1.75,0.01492537313,-8.27,8.27,0.1805612354,1.65,1,1.104477612,14.7
SKU-0781,CSTK,"Manifolds, Hoses, Accessories : Adapters, Valves, Fittings",18.08,1,0.0,0.001,0,7,1.75,0.007,16.51,-16.51,0.1808995644,1.65,1,1.052238806,18.08
SKU-0781,HSTK,"Manifolds, Hoses, Accessories : Adapters, Valves, Fittings",16.73,1,0.0,0.002,0,7,1.75,0.01492537313,16.51,-16.51,0.1811212393,1.65,1,1.104477612,16.73
SKU-0780,HSTK,"Manifolds, Hoses, Accessories : Adapters, Valves, Fittings",15.08,1,0.0,0.002,0,7,1.75,0.01492537313,16.51,-16.51,0.1811212393,1.65,1,1.104477612,15.08
SKU-0223,CSTK,RM : RM,4.43,1,0.5773502692,0.005,0,7,1.75,0.075,4.1,-4.1,0.1836972608,1.96,4,4.52238806,17.72
SKU-0512,HSTK,RRR,0.41,1,6.363961031,0.002,0,7,1.75,0.082,0.48,-0.48,0.2095874448,1.96,34,34.57462687,13.94
SKU-0076,HSTK,Service Equipment : PM Equipment,16.75,1,0.0,0.001,0,7,1.75,0.007,16.3,-16.3,0.180890942,1.65,1,1.052238806,16.75
SKU-0157,CSTK,Service Equipment : PM Equipment,16.25,1,0.0,0.001,0,7,1.75,0.01492537313,16.24,-16.24,0.1808884784,1.65,1,1.104477612,16.25
SKU-0820,HREP,RRR : RRR Service Part,13.99,1,0.0,0.001,#####,7,1.75,0.01492537313,-27.77,27.77,0.1813618924,1.65,1,1.104477612,13.99
SKU-0664,CSTK,Service Equipment : PM Equipment,0.42,1,6.738658903,0.018,0,7,1.75,1.28358209,0.45,-0.45,0.2141827747,1.96,36,44.98507463,15.12
SKU-0953,HSTK,Instruments : AAB Smart Tools,14.07,1,0.0,0.001,0,7,1.75,0.0223880597,16.11,-16.11,0.1808831407,1.65,1,1.156716418,14.07
SKU-0210,HREP,Service Equipment : PM Equipment,17.21,1,0.0,0.001,#####,7,1.75,0.007,-19.31,19.31,0.1810145304,1.65,1,1.052238806,17.21
SKU-0774,HSTK,Tools : Tubing Tools,17.06,1,0.0,0.001,0,7,1.75,0.0223880597,16.07,-16.07,0.1808814983,1.65,1,1.156716418,17.06
SKU-0913,HSTK,"Manifolds, Hoses, Accessories : Manifolds",0.94,1,2.828427125,0.002,0,7,1.75,0.045,1.07,-1.07,0.1934314551,1.96,15,15.31343284,14.1
SKU-0871,HREP,RRR : RRR Service Part,14.11,1,0.0,0.001,1.584962496,7,1.75,0.0223880597,-13.21,13.21,0.320173649,2.33,1,1.156716418,14.11
SKU-0871,CREP,RRR,17.8,1,0.0,0.001,1.584962496,14,3.5,0.007,-24.07,24.07,0.3206195534,2.33,1,1.104477612,17.8
SKU-0871,CSTK,RRR : RRR Service Part,14.55,1,0.0,0.001,1.584962496,7,1.75,0.007,-33.66,33.66,0.3210133124,2.33,1,1.052238806,14.55
SKU-0447,HSTK,RRR,2.14,1,1.224744871,0.009,0,7,1.75,0.1119402985,2.27,-2.27,0.1872499196,1.96,7,7.78358209,14.98
SKU-0279,CREP,RRR : RRR Service Part,16.45,1,0.0,0.001,0,14,3.5,0.007,15.59,-15.59,0.1808617898,1.65,1,1.104477612,16.45
SKU-0732,CREP,RRR : RRR Service Part,13.47,1,0.0,0.001,0.3712323238,14,3.5,0.007,-58.08,58.08,0.2152591245,1.96,1,1.104477612,13.47
SKU-0264,HSTK,Service Equipment : PM Equipment,17.56,1,0.0,0.001,0,7,1.75,0.06,15.48,-15.48,0.1808572733,1.65,1,1.417910448,17.56
SKU-0006,HSTK,Service Equipment : PM Equipment,13.2,1,0.0,0.001,0,7,1.75,0.007,15.41,-15.41,0.1808543992,1.65,1,1.052238806,13.2
SKU-0006,HREP,Service Equipment : PM Equipment,17.02,1,0.0,0.001,0,7,1.75,0.007,15.41,-15.41,0.1808543992,1.65,1,1.052238806,17.02
SKU-0442,HSTK,RRR,14.61,1,0.0,0.001,0,7,1.75,0.007,15.25,-15.25,0.1808478297,1.65,1,1.052238806,14.61
SKU-1020,CSTK,Instruments : Measurement & Test,13.57,1,0.0,0.001,#####,7,1.75,0.007,-58.65,58.65,0.1826298045,1.65,1,1.052238806,13.57
SKU-0739,HREP,RRR : RRR Service Part,14.55,1,0.0,0.001,#####,7,1.75,0.037,-14.22,14.22,0.1808055384,1.65,1,1.26119403,14.55
SKU-0699,HREP,RRR : RRR Accessory,17.23,1,0.0,0.002,#####,7,1.75,0.01492537313,-110.005,110.005,0.1849600813,1.96,1,1.104477612,17.23
SKU-0112,CREP,RM : RM,15.12,1,0.0,0.001,#####,14,3.5,0.007,-2.58,-2.58,0.1803276078,1.28,1,1.104477612,15.12
SKU-0889,CSTK,"Manifolds, Hoses, Accessories : Hoses",12.99,1,0.0,0.001,0.8112781216,7,1.75,0.007,-9.01,9.01,0.2519497385,1.96,1,1.052238806,12.99
SKU-0890,CSTK,"Manifolds, Hoses, Accessories : Hoses",16.95,1,0.0,0.001,1,7,1.75,0.007,-9.01,9.01,0.2685492716,2.33,1,1.052238806,16.95
SKU-0890,CREP,"Manifolds, Hoses, Accessories : Hoses",13.37,1,0.0,0.001,1,14,3.5,0.01492537313,-9.78,9.78,0.2685808873,2.33,1,1.208955224,13.37
SKU-0474,CSTK,RRR,0.55,1,4.272001873,0.005,0,7,1.75,0.1268656716,0.64,-0.64,0.2004636054,1.96,23,23.8880597,12.65
SKU-0441,HSTK,RRR,12.67,1,0.0,0.001,0,7,1.75,0.007,14.67,-14.67,0.1808240153,1.65,1,1.052238806,12.67
SKU-0439,HSTK,RRR,16.11,1,0.0,0.001,0,7,1.75,0.007,14.67,-14.67,0.1808240153,1.65,1,1.052238806,16.11
SKU-0239,HREP,Instruments : Digital Manifolds,12.98,1,0.0,0.001,#####,7,1.75,0.007,14.49,-14.49,0.1808166245,1.65,1,1.052238806,12.98
SKU-0604,HREP,Service Equipment : PM Equipment,13.09,1,0.0,0.001,#####,7,1.75,0.007,-15.18,15.18,0.1808449554,1.65,1,1.052238806,13.09
SKU-0669,CSTK,Service Equipment : PM Equipment,0.62,1,4.888917585,0.016,0,7,1.75,0.7686567164,0.55,-0.55,0.2052782714,1.96,26,31.38059701,16.12
SKU-0158,HSTK,Diagnostic Tools : Smoke Diagnostics,14.76,1,0.0,0.001,0,7,1.75,0.1865671642,14.28,-14.28,0.1808080021,1.65,1,2.305970149,14.76
SKU-0133,HSTK,Service Equipment : PM Equipment : PM Adapters,13.3,1,0.0,0.001,0,7,1.75,0.007,14.21,-14.21,0.180805128,1.65,1,1.052238806,13.3
SKU-0133,CSTK,Service Equipment : PM Equipment : PM Adapters,14.58,1,0.0,0.001,0,7,1.75,0.01492537313,14.21,-14.21,0.180805128,1.65,1,1.104477612,14.58
SKU-0071,CSTK,Service Equipment : PM Equipment,12.96,1,0.0,0.001,0,7,1.75,0.007,14.04,-14.04,0.1807981479,1.65,1,1.052238806,12.96
SKU-0119,CREP,RM : RM,13.99,1,0.0,0.001,#####,14,3.5,0.007,-6.73,-6.73,0.180498004,1.28,1,1.104477612,13.99
SKU-0685,HSTK,Service Equipment : PM Equipment,13.25,1,0.0,0.001,0,7,1.75,0.01492537313,13.94,-13.94,0.1807940419,1.65,1,1.104477612,13.25
SKU-0685,CREP,Service Equipment : PM Equipment,14.45,1,0.0,0.001,0,14,3.5,0.007,13.94,-13.94,0.1807940419,1.65,1,1.104477612,14.45
SKU-0393,HREP,Diagnostic Tools : Injection/Kits/UV Lights,14.77,1,0.0,0.001,1,7,1.75,0.007,-30.4,30.4,0.2694275307,2.33,1,1.052238806,14.77
SKU-0445,HSTK,RRR,13.03,1,0.0,0.001,0,7,1.75,0.007,13.65,-13.65,0.1807821347,1.65,1,1.052238806,13.03
SKU-0444,HSTK,RRR,12.19,1,0.0,0.001,0,7,1.75,0.007,13.65,-13.65,0.1807821347,1.65,1,1.052238806,12.19
SKU-0443,HSTK,RRR,13.06,1,0.0,0.001,0,7,1.75,0.007,13.65,-13.65,0.1807821347,1.65,1,1.052238806,13.06
SKU-0047,HREP,Diagnostic Tools : Smoke Diagnostics,7.34,1,0.3535533906,0.01108374384,0,7,1.75,0.067,6.81,-6.81,0.1838927094,1.96,2,2.470149254,14.68
SKU-0560,CREP,Diagnostic Tools : Injection/Kits/UV Lights,14.71,1,0.0,0.001,#####,14,3.5,0.01492537313,-53.61,53.61,0.1824228655,1.65,1,1.208955224,14.71
SKU-0681,CSTK,Service Equipment : PM Equipment,14.61,1,0.0,0.001,0,7,1.75,0.007,13.46,-13.46,0.1807743335,1.65,1,1.052238806,14.61
SKU-0220,HREP,Diagnostic Tools : Smoke Diagnostics,1.38,1,1.875284207,0.157635468,#####,7,1.75,0.9552238806,1.21,-1.21,0.2170062213,1.96,11,17.68656716,15.18
SKU-0428,HREP,RRR,14.58,1,0.0,0.001,0,7,1.75,0.007,13.29,-13.29,0.1807673534,1.65,1,1.052238806,14.58
SKU-0957,CSTK,"Manifolds, Hoses, Accessories : Adapters, Valves, Fittings",15.15,1,0.0,0.001,1.548794935,7,1.75,0.007,-33.98,33.98,0.3178452375,2.33,1,1.052238806,15.15
SKU-0957,CREP,"Manifolds, Hoses, Accessories : Couplers",13.79,1,0.0,0.001,1.548794935,14,3.5,0.007,-38.82,38.82,0.3180439647,2.33,1,1.104477612,13.79
SKU-0170,HREP,Diagnostic Tools : Smoke Diagnostics,12.13,1,0.0,0.002,0,7,1.75,0.01492537313,13.2,-13.2,0.1809853329,1.65,1,1.104477612,12.13
SKU-0026,CSTK,Service Equipment : PM Equipment,3.41,1,0.7071067812,0.002,0,7,1.75,0.0223880597,3.3,-3.3,0.1838148885,1.96,4,4.156716418,13.64
SKU-0082,HREP,Diagnostic Tools : Smoke Diagnostics,11.84,1,0.0,0.001,#####,7,1.75,0.01492537313,13.02,-13.02,0.1807562672,1.65,1,1.104477612,11.84
SKU-0082,CREP,Diagnostic Tools : Smoke Diagnostics,11.4,1,0.0,0.001,#####,14,3.5,0.007,-28.08,28.08,0.1813746208,1.65,1,1.104477612,11.4
SKU-0021,HSTK,Diagnostic Tools : Smoke Diagnostics,12.07,1,0.0,0.001,0,7,1.75,0.007,12.83,-12.83,0.1807484661,1.65,1,1.052238806,12.07
SKU-0806,CSTK,Diagnostic Tools : Injection/Kits/UV Lights,12.28,1,0.0,0.001,#####,7,1.75,0.007,12.81,-12.81,0.1807476448,1.65,1,1.052238806,12.28
SKU-0804,CSTK,Diagnostic Tools : Injection/Kits/UV Lights,13.61,1,0.0,0.001,0,7,1.75,0.007,12.81,-12.81,0.1807476449,1.65,1,1.052238806,13.61
SKU-0702,HSTK,Diagnostic Tools : Injection/Kits/UV Lights,12.28,1,0.0,0.001,0,7,1.75,0.007,12.81,-12.81,0.1807476449,1.65,1,1.052238806,12.28
SKU-0702,HREP,Diagnostic Tools : Injection/Kits/UV Lights,10.9,1,0.0,0.001,0,7,1.75,0.007,12.81,-12.81,0.1807476449,1.65,1,1.052238806,10.9
SKU-0997,CSTK,Tools : Tubing Tools,14.34,1,0.0,0.001,#####,7,1.75,0.007,-11.5,11.5,0.1806938571,1.65,1,1.052238806,14.34
SKU-0997,HSTK,Tools : Tubing Tools,13.09,1,0.0,0.001,#####,7,1.75,0.02985074627,12.75,-12.75,0.1807451812,1.65,1,1.208955224,13.09
SKU-0176,HSTK,Service Equipment : PM Equipment,11.5,1,0.0,0.001,0,7,1.75,0.007,12.59,-12.59,0.1807386119,1.65,1,1.052238806,11.5
SKU-0130,HSTK,Service Equipment : PM Equipment : PM Adapters,11.65,1,0.0,0.001,0,7,1.75,0.007,12.59,-12.59,0.1807386119,1.65,1,1.052238806,11.65
SKU-0132,HSTK,Service Equipment : PM Equipment : PM Adapters,11.09,1,0.0,0.001,0,7,1.75,0.007,12.5,-12.5,0.1807349165,1.65,1,1.052238806,11.09
SKU-0132,CSTK,Service Equipment : PM Equipment : PM Adapters,14.02,1,0.0,0.001,0,7,1.75,0.007,12.5,-12.5,0.1807349165,1.65,1,1.052238806,14.02
SKU-0080,HSTK,Diagnostic Tools : Smoke Diagnostics,11.34,1,0.0,0.001,0,7,1.75,0.007,12.34,-12.34,0.180728347,1.65,1,1.052238806,11.34
SKU-0351,CREP,Diagnostic Tools : Injection/Kits/UV Lights,13.95,1,0.0,0.001,0.2761954248,14,3.5,0.0223880597,-32.58,32.58,0.2058528891,1.96,1,1.313432836,13.95
SKU-0350,HSTK,Diagnostic Tools : Injection/Kits/UV Lights,11.45,1,0.0,0.001,1.548794935,7,1.75,0.007,-1.93,1.93,0.316529286,2.33,1,1.052238806,11.45
SKU-0350,HREP,Diagnostic Tools : Injection/Kits/UV Lights,13.43,1,0.0,0.001,1.548794935,7,1.75,0.02985074627,-3.22,3.22,0.3165822525,2.33,1,1.208955224,13.43
