txn_date,txn_type,doc_num,created_by,customer_name,customer_category,ship_state,ship_zip,ship_method,ship_tier,fulfillment_loc,fulfillment_country,item_category,item_class,item_type,item_sku,item_rate,item_qty,memo_note,txn_amount,hstk_std_cost
2023-01-03,Invoice,DOC-004286,USER-01,CUSTOMER-226,00: Internal Sales Reps,NV,,UPS Ground,Domestic Standard Ground,HREP,United States,Automotive Diagnostic Tools,Diagnostic Tools : Combustion Leak Tester,Inventory Item,SKU-0605,0.0,1.0,,0.0,1.16
2023-01-03,Invoice,DOC-004287,USER-01,CUSTOMER-226,00: Internal Sales Reps,NC,,UPS Ground,Domestic Standard Ground,HREP,United States,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics,Inventory Item,SKU-0193,0.0,1.0,,0.0,159.02
2023-01-04,Invoice,DOC-004288,USER-01,CUSTOMER-135,00: Internal Sales Reps,FL,,UPS Ground,Domestic Standard Ground,HSTK,United States,Automotive Service Tools,Service Equipment : Vacuum Pumps,Inventory Item,SKU-1040,0.0,1.0,,0.0,48.16
2023-01-06,Invoice,DOC-004289,USER-01,CUSTOMER-226,00: Internal Sales Reps,CA,,UPS Ground,Domestic Standard Ground,HREP,United States,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics,Inventory Item,SKU-0193,0.0,1.0,,0.0,148.21
2023-01-06,Invoice,DOC-004290,USER-01,CUSTOMER-226,00: Internal Sales Reps,CA,,UPS Ground,Domestic Standard Ground,HREP,United States,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics,Inventory Item,SKU-0193,0.0,1.0,,0.0,184.7
2023-01-06,Invoice,DOC-004291,USER-01,CUSTOMER-226,00: Internal Sales Reps,OK,,UPS Ground,Domestic Standard Ground,HREP,United States,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics,Inventory Item,SKU-0193,0.0,1.0,,0.0,145.68
2023-01-06,Invoice,DOC-004292,USER-01,CUSTOMER-226,00: Internal Sales Reps,IN,,UPS Ground,Domestic Standard Ground,HREP,United States,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics,Inventory Item,SKU-0194,0.0,1.0,,0.0,180.8
2023-01-06,Invoice,DOC-004293,USER-01,CUSTOMER-226,00: Internal Sales Reps,NY,,UPS Ground,Domestic Standard Ground,HREP,United States,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics,Inventory Item,SKU-0194,0.0,1.0,,0.0,189.21
2023-01-06,Invoice,DOC-004294,USER-01,CUSTOMER-226,00: Internal Sales Reps,WI,,UPS Ground,Domestic Standard Ground,HREP,United States,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics,Inventory Item,SKU-0167,0.0,1.0,,0.0,17.43
2023-01-06,Invoice,DOC-004295,USER-01,CUSTOMER-226,00: Internal Sales Reps,GA,,UPS Ground,Domestic Standard Ground,HREP,United States,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics,Inventory Item,SKU-0194,0.0,1.0,,0.0,186.03
2023-01-06,Invoice,DOC-004296,USER-01,CUSTOMER-226,00: Internal Sales Reps,GA,,UPS Ground,Domestic Standard Ground,HREP,United States,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics,Inventory Item,SKU-0193,0.0,1.0,,0.0,159.41
2023-01-06,Invoice,DOC-004297,USER-09,CUSTOMER-226,00: Internal Sales Reps,CA,,UPS Ground,Domestic Standard Ground,HREP,United States,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics,Inventory Item,SKU-0193,0.0,1.0,,0.0,184.55
2023-01-06,Invoice,DOC-004298,USER-09,CUSTOMER-226,00: Internal Sales Reps,TN,,UPS Ground,Domestic Standard Ground,HREP,United States,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics,Inventory Item,SKU-0193,0.0,1.0,,0.0,182.74
2023-01-06,Invoice,DOC-004299,USER-01,CUSTOMER-135,00: Internal Sales Reps,FL,,UPS Ground,Domestic Standard Ground,HSTK,United States,Automotive Parts,RM : RM,Inventory Item,SKU-0661,0.0,24.0,,0.0,0.96
2023-01-09,Invoice,DOC-004300,USER-01,CUSTOMER-226,00: Internal Sales Reps,TX,,UPS Ground,Domestic Standard Ground,HREP,United States,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics,Inventory Item,SKU-0193,0.0,1.0,,0.0,162.66
2023-01-09,Invoice,DOC-004301,USER-01,CUSTOMER-226,00: Internal Sales Reps,TX,,UPS Ground,Domestic Standard Ground,HREP,United States,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics,Inventory Item,SKU-0167,0.0,1.0,,0.0,22.04
2023-01-09,Invoice,DOC-004302,USER-01,CUSTOMER-226,00: Internal Sales Reps,MA,,UPS Ground,Domestic Standard Ground,HREP,United States,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics,Inventory Item,SKU-0193,0.0,1.0,,0.0,174.3
2023-01-10,Invoice,DOC-004303,USER-01,CUSTOMER-081,00: Internal Sales Reps,FL,,UPS Ground,Domestic Standard Ground,HSTK,United States,Automotive Diagnostic Tools,Diagnostic Tools : Injection/Kits/UV Lights,Inventory Item,SKU-0543,0.0,1.0,,0.0,4.25
2023-01-10,Invoice,DOC-004304,USER-01,CUSTOMER-081,00: Internal Sales Reps,FL,,UPS Ground,Domestic Standard Ground,HSTK,United States,Automotive Diagnostic Tools,Diagnostic Tools : Injection/Kits/UV Lights,Inventory Item,SKU-0569,0.0,1.0,,0.0,2.61
2023-01-10,Invoice,DOC-004305,USER-01,CUSTOMER-081,00: Internal Sales Reps,FL,,UPS Ground,Domestic Standard Ground,HSTK,United States,Automotive Diagnostic Tools,"Manifolds, Hoses, Accessories : Couplers",Inventory Item,SKU-0330,0.0,1.0,,0.0,2.73
2023-01-10,Invoice,DOC-004306,USER-01,CUSTOMER-081,00: Internal Sales Reps,FL,,UPS Ground,Domestic Standard Ground,HSTK,United States,Automotive Diagnostic Tools,Diagnostic Tools : Injection/Kits/UV Lights : Injection/Kits/UV Lights Service Parts,Inventory Item,SKU-0648,0.0,1.0,,0.0,0.54
2023-01-10,Invoice,DOC-004307,USER-01,CUSTOMER-081,00: Internal Sales Reps,FL,,UPS Ground,Domestic Standard Ground,HSTK,United States,Automotive Diagnostic Tools,Diagnostic Tools : Injection/Kits/UV Lights,Inventory Item,SKU-0577,0.0,2.0,,0.0,1.21
2023-01-10,Invoice,DOC-004308,USER-01,CUSTOMER-081,00: Internal Sales Reps,FL,,UPS Ground,Domestic Standard Ground,HSTK,United States,Automotive Diagnostic Tools,Diagnostic Tools : Injection/Kits/UV Lights,Inventory Item,SKU-0385,0.0,1.0,,0.0,1.03
2023-01-10,Invoice,DOC-004309,USER-01,CUSTOMER-081,00: Internal Sales Reps,FL,,UPS Ground,Domestic Standard Ground,HSTK,United States,Automotive Diagnostic Tools,Diagnostic Tools : Injection/Kits/UV Lights,Inventory Item,SKU-0577,0.0,1.0,,0.0,1.48
2023-01-10,Invoice,DOC-004310,USER-01,CUSTOMER-081,00: Internal Sales Reps,FL,,UPS Ground,Domestic Standard Ground,HSTK,United States,Automotive Diagnostic Tools,Diagnostic Tools : Injection/Kits/UV Lights : Injection/Kits/UV Lights Service Parts,Inventory Item,SKU-0542,0.0,1.0,,0.0,5.17
2023-01-10,Invoice,DOC-004311,USER-01,CUSTOMER-081,00: Internal Sales Reps,FL,,UPS Ground,Domestic Standard Ground,HSTK,United States,Automotive Diagnostic Tools,Diagnostic Tools : Combustion Leak Tester,Inventory Item,SKU-0571,0.0,1.0,,0.0,7.68
2023-01-10,Invoice,DOC-004312,USER-01,CUSTOMER-081,00: Internal Sales Reps,FL,,UPS Ground,Domestic Standard Ground,HSTK,United States,Automotive Diagnostic Tools,Diagnostic Tools : Injection/Kits/UV Lights,Inventory Item,SKU-0572,0.0,1.0,,0.0,1.6
2023-01-10,Invoice,DOC-004313,USER-01,CUSTOMER-081,00: Internal Sales Reps,FL,,UPS Ground,Domestic Standard Ground,HSTK,United States,Automotive Diagnostic Tools,Diagnostic Tools : Injection/Kits/UV Lights,Inventory Item,SKU-0575,0.0,1.0,,0.0,0.15
2023-01-10,Invoice,DOC-004314,USER-01,CUSTOMER-226,00: Internal Sales Reps,California,,UPS Next Day Air®,Domestic Expedited Air,HSTK,United States,Automotive Parts,Service Equipment : PM Equipment,Inventory Item,SKU-0659,0.0,1.0,,0.0,74.82
2023-01-10,Invoice,DOC-004315,USER-01,CUSTOMER-226,00: Internal Sales Reps,CA,,UPS Ground,Domestic Standard Ground,HREP,United States,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics,Inventory Item,SKU-0193,0.0,1.0,,0.0,178.51
2023-01-10,Invoice,DOC-004316,USER-01,CUSTOMER-226,00: Internal Sales Reps,WA,,UPS Ground,Domestic Standard Ground,HREP,United States,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics,Inventory Item,SKU-0194,0.0,1.0,,0.0,183.9
2023-01-10,Invoice,DOC-004317,USER-01,CUSTOMER-226,00: Internal Sales Reps,IL,,UPS Ground,Domestic Standard Ground,HREP,United States,Automotive Parts,RRR,Inventory Item,SKU-0482,0.0,1.0,,0.0,2.32
2023-01-10,Invoice,DOC-004318,USER-01,CUSTOMER-226,00: Internal Sales Reps,IL,,UPS Ground,Domestic Standard Ground,HREP,United States,Automotive Service Tool Parts,Service Equipment : Vacuum Pumps,Inventory Item,SKU-1059,0.0,1.0,,0.0,4.81
2023-01-11,Invoice,DOC-004319,USER-01,CUSTOMER-081,00: Internal Sales Reps,TN,,UPS Ground,Domestic Standard Ground,HSTK,United States,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics,Inventory Item,SKU-1082,0.0,100.0,,0.0,0.09
2023-01-12,Invoice,DOC-004320,USER-09,CUSTOMER-135,00: Internal Sales Reps,FL,,Pick Up,,HSTK,United States,Automotive Diagnostic Tools,"Manifolds, Hoses, Accessories : Manifolds",Inventory Item,SKU-0310,0.0,20.0,,0.0,1.44
2023-01-12,Invoice,DOC-004321,USER-09,CUSTOMER-135,00: Internal Sales Reps,FL,,Pick Up,,HSTK,United States,Automotive Parts,RRR,Inventory Item,SKU-0296,0.0,20.0,,0.0,3.07
2023-01-12,Invoice,DOC-004322,USER-09,CUSTOMER-135,00: Internal Sales Reps,FL,,Pick Up,,HSTK,United States,Automotive Parts,RRR,Inventory Item,SKU-0311,0.0,20.0,,0.0,0.82
2023-01-12,Invoice,DOC-004323,USER-09,CUSTOMER-135,00: Internal Sales Reps,FL,,Pick Up,,HSTK,United States,Automotive Parts,RRR,Inventory Item,SKU-0365,0.0,20.0,,0.0,0.67
2023-01-12,Invoice,DOC-004324,USER-09,CUSTOMER-135,00: Internal Sales Reps,FL,,Pick Up,,HSTK,United States,Automotive Parts,RRR,Inventory Item,SKU-0306,0.0,20.0,,0.0,0.56
2023-01-12,Invoice,DOC-004325,USER-09,CUSTOMER-135,00: Internal Sales Reps,FL,,Pick Up,,HSTK,United States,Automotive Parts,RRR,Inventory Item,SKU-0295,0.0,20.0,,0.0,0.38
2023-01-12,Invoice,DOC-004326,USER-09,CUSTOMER-135,00: Internal Sales Reps,FL,,Pick Up,,HSTK,United States,Automotive Parts,RRR,Inventory Item,SKU-0367,0.0,20.0,,0.0,0.29
2023-01-12,Invoice,DOC-004327,USER-09,CUSTOMER-135,00: Internal Sales Reps,FL,,Pick Up,,HSTK,United States,Automotive Service Equipment Parts,Service Equipment : MiST Machines,Inventory Item,SKU-0620,0.0,1.0,,0.0,9.47
2023-01-12,Invoice,DOC-004328,USER-09,CUSTOMER-135,00: Internal Sales Reps,FL,,UPS Ground,Domestic Standard Ground,HSTK,United States,Automotive Parts,RRR,Inventory Item,SKU-0360,0.0,60.0,,0.0,1.59
2023-01-12,Invoice,DOC-004329,USER-09,CUSTOMER-135,00: Internal Sales Reps,FL,,UPS Ground,Domestic Standard Ground,HSTK,United States,Automotive Parts,RRR,Inventory Item,SKU-0312,0.0,60.0,,0.0,0.16
2023-01-12,Invoice,DOC-004330,USER-09,CUSTOMER-081,00: Internal Sales Reps,GA,,LTL,Freight LTL,HSTK,United States,Automotive Service Tools,Tools : Tubing Tools,Inventory Item,SKU-0779,0.0,4.0,,0.0,127.68
2023-01-12,Invoice,DOC-004331,USER-09,CUSTOMER-081,00: Internal Sales Reps,GA,,LTL,Freight LTL,HSTK,United States,Automotive Service Tools,Tools : Tubing Tools,Inventory Item,SKU-0765,0.0,3.0,,0.0,83.88
2023-01-12,Invoice,DOC-004332,USER-09,CUSTOMER-081,00: Internal Sales Reps,GA,,LTL,Freight LTL,HSTK,United States,Automotive Service Tools,Tools : Tubing Tools,Inventory Item,SKU-0769,0.0,4.0,,0.0,97.34
2023-01-12,Invoice,DOC-004333,USER-09,CUSTOMER-081,00: Internal Sales Reps,GA,,LTL,Freight LTL,HSTK,United States,Automotive Service Tools,Tools : Tubing Tools,Inventory Item,SKU-0777,0.0,2.0,,0.0,76.65
2023-01-12,Invoice,DOC-004334,USER-09,CUSTOMER-081,00: Internal Sales Reps,GA,,LTL,Freight LTL,HSTK,United States,HVAC Diagnostic Tools,Instruments : AAB Smart Tools,Inventory Item,SKU-0696,0.0,2.0,,0.0,71.13
2023-01-12,Invoice,DOC-004335,USER-09,CUSTOMER-081,00: Internal Sales Reps,GA,,LTL,Freight LTL,HSTK,United States,HVAC Diagnostic Tools,Instruments : AAB Smart Tools,Inventory Item,SKU-0694,0.0,6.0,,0.0,13.72
2023-01-12,Invoice,DOC-004336,USER-09,CUSTOMER-081,00: Internal Sales Reps,GA,,LTL,Freight LTL,HSTK,United States,HVAC Diagnostic Tools,Instruments : AAB Smart Tools,Inventory Item,SKU-0988,0.0,3.0,,0.0,44.07
2023-01-12,Invoice,DOC-004337,USER-09,CUSTOMER-081,00: Internal Sales Reps,GA,,LTL,Freight LTL,HSTK,United States,HVAC Diagnostic Tools,Instruments : AAB Smart Tools,Inventory Item,SKU-0987,0.0,3.0,,0.0,19.99
2023-01-12,Invoice,DOC-004338,USER-09,CUSTOMER-081,00: Internal Sales Reps,GA,,LTL,Freight LTL,HSTK,United States,HVAC Diagnostic Tools,Instruments : AAB Smart Tools,Inventory Item,SKU-0953,0.0,3.0,,0.0,16.62
2023-01-12,Invoice,DOC-004339,USER-09,CUSTOMER-081,00: Internal Sales Reps,GA,,LTL,Freight LTL,HSTK,United States,HVAC Diagnostic Tools,Instruments : AAB Smart Tools,Inventory Item,SKU-0904,0.0,2.0,,0.0,175.4
2023-01-12,Invoice,DOC-004340,USER-09,CUSTOMER-081,00: Internal Sales Reps,GA,,LTL,Freight LTL,HSTK,United States,HVAC Diagnostic Tools,Instruments : AAB Smart Tools,Inventory Item,SKU-0807,0.0,4.0,,0.0,10.38
2023-01-12,Invoice,DOC-004341,USER-09,CUSTOMER-081,00: Internal Sales Reps,GA,,LTL,Freight LTL,HSTK,United States,HVAC Diagnostic Tools,Instruments : AAB Smart Tools,Inventory Item,SKU-1026,0.0,4.0,,0.0,7.59
2023-01-12,Invoice,DOC-004342,USER-09,CUSTOMER-081,00: Internal Sales Reps,GA,,LTL,Freight LTL,HSTK,United States,Automotive Service Tools,Tools : Tubing Tools,Inventory Item,SKU-0763,0.0,3.0,,0.0,42.62
2023-01-12,Invoice,DOC-004343,USER-09,CUSTOMER-081,00: Internal Sales Reps,GA,,LTL,Freight LTL,HSTK,United States,Automotive Service Tools,Tools : Tubing Tools,Inventory Item,SKU-0774,0.0,3.0,,0.0,15.65
2023-01-12,Invoice,DOC-004344,USER-09,CUSTOMER-081,00: Internal Sales Reps,GA,,LTL,Freight LTL,HSTK,United States,Automotive Service Tools,Tools : Tubing Tools,Inventory Item,SKU-0773,0.0,8.0,,0.0,5.61
2023-01-12,Invoice,DOC-004345,USER-09,CUSTOMER-081,00: Internal Sales Reps,GA,,LTL,Freight LTL,HSTK,United States,Automotive Service Tools,Tools : Tubing Tools,Inventory Item,SKU-0776,0.0,8.0,,0.0,3.85
2023-01-13,Invoice,DOC-004346,USER-01,CUSTOMER-226,00: Internal Sales Reps,IA,,UPS Ground,Domestic Standard Ground,HREP,United States,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics,Inventory Item,SKU-0193,0.0,1.0,,0.0,174.24
2023-01-13,Invoice,DOC-004347,USER-01,CUSTOMER-226,00: Internal Sales Reps,OH,,UPS Ground,Domestic Standard Ground,HREP,United States,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics,Inventory Item,SKU-0193,,1.0,,0.0,168.14
2023-01-13,Invoice,DOC-004348,USER-09,CUSTOMER-081,00: Internal Sales Reps,GA,,UPS Ground,Domestic Standard Ground,HSTK,United States,HVAC Diagnostic Tools,Instruments : Measurement & Test,Inventory Item,SKU-1017,0.0,3.0,,0.0,36.74
2023-01-13,Invoice,DOC-004349,USER-09,CUSTOMER-081,00: Internal Sales Reps,GA,,UPS Ground,Domestic Standard Ground,HSTK,United States,HVAC Diagnostic Tools,Instruments : Measurement & Test,Inventory Item,SKU-0698,0.0,3.0,,0.0,54.95
2023-01-13,Invoice,DOC-004350,USER-09,CUSTOMER-081,00: Internal Sales Reps,GA,,UPS Ground,Domestic Standard Ground,HSTK,United States,Automotive Diagnostic Tools,"Manifolds, Hoses, Accessories : Hoses",Inventory Item,SKU-0891,0.0,3.0,,0.0,45.62
2023-01-13,Invoice,DOC-004351,USER-09,CUSTOMER-081,00: Internal Sales Reps,GA,,UPS Ground,Domestic Standard Ground,HSTK,United States,Automotive Service Tools,Tools : Hand Tools,Inventory Item,SKU-1010,0.0,4.0,,0.0,2.08
2023-01-13,Invoice,DOC-004352,USER-09,CUSTOMER-081,00: Internal Sales Reps,GA,,UPS Ground,Domestic Standard Ground,HSTK,United States,Automotive Service Tools,Tools : Tubing Tools,Inventory Item,SKU-0775,0.0,3.0,,0.0,29.77
2023-01-13,Invoice,DOC-004353,USER-09,CUSTOMER-081,00: Internal Sales Reps,GA,,UPS Ground,Domestic Standard Ground,HSTK,United States,Automotive Service Tools,Tools : Tubing Tools,Inventory Item,SKU-1000,0.0,6.0,,0.0,22.4
2023-01-13,Invoice,DOC-004354,USER-09,CUSTOMER-081,00: Internal Sales Reps,GA,,UPS Ground,Domestic Standard Ground,HSTK,United States,Automotive Service Tools,Tools : Tubing Tools,Inventory Item,SKU-0997,0.0,4.0,,0.0,11.78
2023-01-13,Invoice,DOC-004355,USER-09,CUSTOMER-081,00: Internal Sales Reps,GA,,UPS Ground,Domestic Standard Ground,HSTK,United States,Automotive Service Tools,Tools : Tubing Tools,Inventory Item,SKU-0999,0.0,6.0,,0.0,7.74
2023-01-13,Invoice,DOC-004356,USER-09,CUSTOMER-081,00: Internal Sales Reps,GA,,UPS Ground,Domestic Standard Ground,HSTK,United States,Automotive Service Tools,Tools : Tubing Tools,Inventory Item,SKU-0995,0.0,4.0,,0.0,7.52
2023-01-13,Invoice,DOC-004357,USER-09,CUSTOMER-081,00: Internal Sales Reps,GA,,UPS Ground,Domestic Standard Ground,HSTK,United States,Automotive Service Tools,Tools : Tubing Tools,Inventory Item,SKU-0998,0.0,6.0,,0.0,5.66
2023-01-13,Invoice,DOC-004358,USER-09,CUSTOMER-081,00: Internal Sales Reps,GA,,UPS Ground,Domestic Standard Ground,HSTK,United States,Automotive Service Tools,Tools : Tubing Tools,Inventory Item,SKU-0993,0.0,4.0,,0.0,3.17
2023-01-17,Invoice,DOC-004359,USER-01,CUSTOMER-291,10: Auto-Wholesale,MI,,UPS Ground,Domestic Standard Ground,HSTK,United States,Automotive Diagnostic Tools,Other,Inventory Item,SKU-0625,0.0,1.0,,0.0,23.71
2023-01-18,Invoice,DOC-004360,USER-01,CUSTOMER-186,15: Auto-Service Centers,FL,,UPS Ground,Domestic Standard Ground,HSTK,United States,Automotive Parts,RRR,Inventory Item,SKU-0498,0.0,1.0,,0.0,1.31
2023-01-18,Invoice,DOC-004361,USER-01,CUSTOMER-226,00: Internal Sales Reps,FL,,UPS Ground,Domestic Standard Ground,HREP,United States,HVAC Diagnostic Tools,Instruments : Scales,Inventory Item,SKU-0238,0.0,1.0,,0.0,2.13
2023-01-20,Invoice,DOC-004362,USER-01,CUSTOMER-226,00: Internal Sales Reps,CA,,UPS Ground,Domestic Standard Ground,HSTK,United States,HVAC Diagnostic Tools,Instruments : AAB Smart Tools,Inventory Item,SKU-0695,0.0,1.0,,0.0,32.57
2023-01-20,Invoice,DOC-004363,USER-01,CUSTOMER-081,00: Internal Sales Reps,GA,,UPS Ground,Domestic Standard Ground,HSTK,United States,HVAC Diagnostic Tools,Instruments : AAB Smart Tools,Inventory Item,SKU-0695,0.0,6.0,,0.0,31.16
2023-01-20,Invoice,DOC-004364,USER-09,CUSTOMER-226,00: Internal Sales Reps,AZ,,UPS Ground,Domestic Standard Ground,HSTK,United States,HVAC Diagnostic Tools,Instruments : AAB Smart Tools,Inventory Item,SKU-0695,0.0,1.0,,0.0,28.3
2023-01-23,Invoice,DOC-004365,USER-09,CUSTOMER-166,05: Auto Sales Reps,IL,,UPS Ground,Domestic Standard Ground,HSTK,United States,Automotive Service Tool Parts,Service Equipment : PM Equipment : PM Adapters,Inventory Item,SKU-0131,0.0,1.0,,0.0,14.98
2023-01-23,Invoice,DOC-004366,USER-09,CUSTOMER-166,05: Auto Sales Reps,IL,,UPS Ground,Domestic Standard Ground,HSTK,United States,Automotive Service Tool Parts,Service Equipment : PM Equipment : PM Adapters,Inventory Item,SKU-0133,0.0,1.0,,0.0,12.47
2023-01-23,Invoice,DOC-004367,USER-09,CUSTOMER-166,05: Auto Sales Reps,IL,,UPS Ground,Domestic Standard Ground,HSTK,United States,Automotive Service Tool Parts,Service Equipment : PM Equipment : PM Adapters,Inventory Item,SKU-0130,0.0,1.0,,0.0,11.4
2023-01-23,Invoice,DOC-004368,USER-09,CUSTOMER-166,05: Auto Sales Reps,IL,,UPS Ground,Domestic Standard Ground,HSTK,United States,Automotive Service Tool Parts,Service Equipment : PM Equipment : PM Adapters,Inventory Item,SKU-0132,0.0,1.0,,0.0,14.26
2023-01-23,Invoice,DOC-004369,USER-01,CUSTOMER-226,00: Internal Sales Reps,CA,,UPS Ground,Domestic Standard Ground,HREP,United States,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics,Inventory Item,SKU-0194,0.0,1.0,,0.0,167.14
2023-01-23,Invoice,DOC-004370,USER-01,CUSTOMER-226,00: Internal Sales Reps,TX,,UPS Ground,Domestic Standard Ground,HREP,United States,Automotive Diagnostic Tools,Diagnostic Tools : Injection/Kits/UV Lights : Injection/Kits/UV Lights Service Parts,Inventory Item,SKU-0582,0.0,1.0,,0.0,6.15
2023-01-24,Invoice,DOC-004371,USER-01,CUSTOMER-226,00: Internal Sales Reps,Homestead,,UPS Ground,Domestic Standard Ground,HSTK,United States,Automotive Parts,RRR,Inventory Item,SKU-0947,0.0,1.0,,0.0,9.1
2023-01-25,Invoice,DOC-004372,USER-01,CUSTOMER-307,15: Auto-Service Centers,PA,,UPS Next Day Air®,Domestic Expedited Air,HSTK,United States,Automotive Parts,Service Equipment : PM Equipment,Inventory Item,SKU-0069,0.0,1.0,,0.0,27.29
2023-01-26,Invoice,DOC-004373,USER-01,CUSTOMER-226,00: Internal Sales Reps,MI,,UPS Next Day Air®,Domestic Expedited Air,HSTK,United States,Automotive Parts,RRR,Inventory Item,SKU-0450,0.0,1.0,,0.0,4.53
2023-01-26,Invoice,DOC-004374,USER-01,CUSTOMER-226,00: Internal Sales Reps,AZ,,UPS Ground,Domestic Standard Ground,HREP,United States,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics,Inventory Item,SKU-0193,0.0,1.0,,0.0,151.91
2023-01-26,Invoice,DOC-004375,USER-01,CUSTOMER-226,00: Internal Sales Reps,CA,,UPS Ground,Domestic Standard Ground,HREP,United States,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics,Inventory Item,SKU-0193,0.0,1.0,,0.0,156.89
2023-01-27,Invoice,DOC-004376,USER-01,CUSTOMER-135,00: Internal Sales Reps,FL,,UPS Ground,Domestic Standard Ground,HSTK,United States,Automotive Parts,RRR,Inventory Item,SKU-0501,0.0,10.0,,0.0,0.75
2023-01-30,Invoice,DOC-004377,USER-01,CUSTOMER-081,00: Internal Sales Reps,FL,,UPS Ground,Domestic Standard Ground,HSTK,United States,Automotive Service Tools,Tools : Tubing Tools,Inventory Item,SKU-0783,0.0,2.0,,0.0,38.09
2023-01-30,Invoice,DOC-004378,USER-01,CUSTOMER-081,00: Internal Sales Reps,FL,,UPS Ground,Domestic Standard Ground,HSTK,United States,Automotive Service Tools,Tools : Tubing Tools,Inventory Item,SKU-0782,0.0,2.0,,0.0,18.51
2023-01-30,Invoice,DOC-004379,USER-01,CUSTOMER-081,00: Internal Sales Reps,NV,,LTL,Freight LTL,HSTK,United States,Automotive Parts,RRR,Inventory Item,SKU-0947,0.0,1.0,,0.0,12.12
2023-01-31,Invoice,DOC-004380,USER-01,CUSTOMER-226,00: Internal Sales Reps,FL,,UPS Ground,Domestic Standard Ground,HSTK,United States,Automotive Service Tools,Tools : Tubing Tools,Inventory Item,SKU-0777,0.0,1.0,,0.0,68.69
2023-01-31,Invoice,DOC-004381,USER-01,CUSTOMER-226,00: Internal Sales Reps,NY,,UPS Ground,Domestic Standard Ground,HREP,United States,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics,Inventory Item,SKU-0194,0.0,1.0,,0.0,187.34
2023-01-31,Invoice,DOC-004382,USER-01,CUSTOMER-226,00: Internal Sales Reps,NY,,UPS Ground,Domestic Standard Ground,HREP,United States,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics,Inventory Item,SKU-0045,0.0,1.0,,0.0,460.59
2023-01-31,Invoice,DOC-004383,USER-01,CUSTOMER-226,00: Internal Sales Reps,HI,,UPS Ground,Domestic Standard Ground,HREP,United States,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics,Inventory Item,SKU-0194,0.0,1.0,,0.0,163.85
2023-01-31,Invoice,DOC-004384,USER-01,CUSTOMER-226,00: Internal Sales Reps,HI,,UPS Ground,Domestic Standard Ground,HREP,United States,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics,Inventory Item,SKU-0046,0.0,1.0,,0.0,69.54
2023-01-31,Invoice,DOC-004385,USER-01,CUSTOMER-226,00: Internal Sales Reps,HI,,UPS Ground,Domestic Standard Ground,HREP,United States,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics,Inventory Item,SKU-0045,0.0,1.0,,0.0,545.85
2023-02-01,Invoice,DOC-004386,USER-07,CUSTOMER-226,00: Internal Sales Reps,GA,,UPS Ground,Domestic Standard Ground,HREP,United States,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics,Inventory Item,SKU-0194,0.0,1.0,,0.0,167.78
2023-02-01,Invoice,DOC-004387,USER-07,CUSTOMER-226,00: Internal Sales Reps,GA,,UPS Ground,Domestic Standard Ground,HREP,United States,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics,Inventory Item,SKU-0049,0.0,1.0,,0.0,6.01
2023-02-01,Invoice,DOC-004388,USER-07,CUSTOMER-226,00: Internal Sales Reps,GA,,UPS Ground,Domestic Standard Ground,HREP,United States,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics,Inventory Item,SKU-0045,0.0,1.0,,0.0,562.34
2023-02-03,Invoice,DOC-004389,USER-01,CUSTOMER-226,00: Internal Sales Reps,TN,,UPS Ground,Domestic Standard Ground,HSTK,United States,Automotive Service Tools,Tools : Tubing Tools,Inventory Item,SKU-0771,0.0,1.0,,0.0,10.32
